article_title	PMID	sentence	short_form	long_form
The association between perceptual-cognitive processes and response time in decision making in young soccer players.	33287653	In soccer, it is relevant to understand the roles of Systems 1 (intuitive) and 2 (deliberative) in perceptual-cognitive processes and how they influence response time when making decisions. The aim of this study was to analyse how response time in decision making managed by Systems 1 and 2 is associated to the perceptual-cognitive processes of young soccer players. Ninety young soccer players participated. Perceptual-cognitive processes were assessed through visual search strategies, cognitive effort, and verbal reports. Participants wore a mobile-eye tracking system while viewing 11-a-side match play video-based soccer simulations. Response time in decision making was used to create two sub-groups: faster and slower decision-makers. Results indicated that players with faster response time in decision making employed more fixations of shorter duration, displayed less cognitive effort, as well as a greater number of thought processes associated with planning. These results reinforce that there are differences in the way of using the perceptive-cognitive processes from the priority system in the decision-making process. It is concluded that faster decision making, managed by System 1, implies greater ability to employ visual search strategies and to process information, thus enabling increased cognitive efficiency.	ĠPerceptual-cognitive	cognitive processes
A Workflow for the Performance of the Differential Ovarian Follicle Count Using Deep Neuronal Networks.	33287654	In order to automate the counting of ovarian follicles required in multigeneration reproductive studies performed in the rat according to Organization for Economic Co-operation and Development guidelines 443 and 416, the application of deep neural networks was tested. The manual evaluation of the differential ovarian follicle count is a tedious and time-consuming task that requires highly trained personnel. In this regard, deep learning outputs provide overlay pictures for a more detailed documentation, together with an increased reproducibility of the counts. To facilitate the planned good laboratory practice (GLP) validation a workflow was set up using MLFlow to make all steps from generating of scans, training of the neural network, uploading of study images to the neural network, generation and storage of the results in a compliant manner controllable and reproducible. PyTorch was used as main framework to build the Faster region-based convolutional neural network for the training. We compared the performances of different depths of ResNet models with specific regard to the sensitivity, specificity, accuracy of the models. In this paper, we describe all steps from data labeling, training of networks, and the performance metrics chosen to evaluate different network architectures. We also make recommendation on steps, which should be taken into consideration when GLP validation is aimed for.	GLP	 good laboratory practice
The Potential Role of Intensity-Modulated Proton Therapy in Hepatic Carcinoma in Mitigating the Risk of Dose De-Escalation.	33287650	To investigate the role of intensity-modulated proton therapy (IMPT) for hepatocellular carcinoma (HCC) patients to be treated with stereotactic body radiation therapy (SBRT) in a risk-adapted dose prescription regimen.	SBRT	 stereotactic body radiation therapy
The Potential Role of Intensity-Modulated Proton Therapy in Hepatic Carcinoma in Mitigating the Risk of Dose De-Escalation.	33287650	To investigate the role of intensity-modulated proton therapy (IMPT) for hepatocellular carcinoma (HCC) patients to be treated with stereotactic body radiation therapy (SBRT) in a risk-adapted dose prescription regimen.	HCC	 hepatocellular carcinoma
The Potential Role of Intensity-Modulated Proton Therapy in Hepatic Carcinoma in Mitigating the Risk of Dose De-Escalation.	33287650	To investigate the role of intensity-modulated proton therapy (IMPT) for hepatocellular carcinoma (HCC) patients to be treated with stereotactic body radiation therapy (SBRT) in a risk-adapted dose prescription regimen.	IMPT	 intensity-modulated proton therapy
Parent-Reported Outcome Questionnaire for Swallowing Dysfunction in Healthy Infants and Toddlers: Construction and Content Validation.	33287657	There is limited epidemiological information on swallowing dysfunction (SwD) in otherwise healthy infants and toddlers (OHITs). Cost, invasiveness, expertise, and resources constrain the repeatability and utility of instrumental diagnostic tests. A parent-reported outcomes (PRO) tool has the potential to mitigate these disadvantages. Hence, we set out to develop and validate a novel PRO tool to assess SwD in OHITs.	PRO	 parent-reported outcomes
Parent-Reported Outcome Questionnaire for Swallowing Dysfunction in Healthy Infants and Toddlers: Construction and Content Validation.	33287657	There is limited epidemiological information on swallowing dysfunction (SwD) in otherwise healthy infants and toddlers (OHITs). Cost, invasiveness, expertise, and resources constrain the repeatability and utility of instrumental diagnostic tests. A parent-reported outcomes (PRO) tool has the potential to mitigate these disadvantages. Hence, we set out to develop and validate a novel PRO tool to assess SwD in OHITs.	OHITs	 otherwise healthy infants and toddlers
Parent-Reported Outcome Questionnaire for Swallowing Dysfunction in Healthy Infants and Toddlers: Construction and Content Validation.	33287657	There is limited epidemiological information on swallowing dysfunction (SwD) in otherwise healthy infants and toddlers (OHITs). Cost, invasiveness, expertise, and resources constrain the repeatability and utility of instrumental diagnostic tests. A parent-reported outcomes (PRO) tool has the potential to mitigate these disadvantages. Hence, we set out to develop and validate a novel PRO tool to assess SwD in OHITs.	SwD	 swallowing dysfunction
Corneal Dystrophy in Dutch Belted Rabbits as a Possible Model of Thiel-Behnke Subtype of Epithelial-Stromal TGFβ-Induced Corneal Dystrophy.	33287658	The International Committee for Classification of Corneal Dystrophies (IC3D) categorized corneal dystrophies in humans using anatomic, genotypic, and clinicopathologic phenotypic features. Relative to the IC3D classification, a review of the veterinary literature confirmed that corneal dystrophy is imprecisely applied to any corneal opacity and to multiple poorly characterized histologic abnormalities of the cornea in animals. True corneal dystrophy occurs in mice with targeted mutations and spontaneously in pet dogs and cats and in Dutch belted (DB) rabbits, but these instances lack complete phenotyping or genotyping. Corneal dystrophy in DB rabbits can be an important confounding finding in ocular toxicology studies but has only been described once. Therefore, the ophthalmology and pathology of corneal dystrophy in 13 DB rabbits were characterized to determine whether the findings were consistent with or a possible model of any corneal dystrophy subtypes in humans. Slit lamp and optical coherence tomography (OCT) imaging were used to characterize corneal dystrophy over 4 months in young DB rabbits. The hyperechoic OCT changes correlated with light microscopic findings in the anterior stroma, consisting of highly disordered collagen fibers and enlarged keratocytes. Histochemical stains did not reveal abnormal deposits. Small clusters of 8 to 16 nm diameter curly fibers identified by transmission electron microscopy were consistent with Thiel-Behnke (TBCD) subtype of epithelial-stromal transforming growth factor β-induced dystrophies. Sporadic corneal dystrophy in DB rabbits appears to be a potential animal model of TBCD, but genotypic characterization will be required to confirm this categorization.	OCT	 optical coherence tomography
Corneal Dystrophy in Dutch Belted Rabbits as a Possible Model of Thiel-Behnke Subtype of Epithelial-Stromal TGFβ-Induced Corneal Dystrophy.	33287658	The International Committee for Classification of Corneal Dystrophies (IC3D) categorized corneal dystrophies in humans using anatomic, genotypic, and clinicopathologic phenotypic features. Relative to the IC3D classification, a review of the veterinary literature confirmed that corneal dystrophy is imprecisely applied to any corneal opacity and to multiple poorly characterized histologic abnormalities of the cornea in animals. True corneal dystrophy occurs in mice with targeted mutations and spontaneously in pet dogs and cats and in Dutch belted (DB) rabbits, but these instances lack complete phenotyping or genotyping. Corneal dystrophy in DB rabbits can be an important confounding finding in ocular toxicology studies but has only been described once. Therefore, the ophthalmology and pathology of corneal dystrophy in 13 DB rabbits were characterized to determine whether the findings were consistent with or a possible model of any corneal dystrophy subtypes in humans. Slit lamp and optical coherence tomography (OCT) imaging were used to characterize corneal dystrophy over 4 months in young DB rabbits. The hyperechoic OCT changes correlated with light microscopic findings in the anterior stroma, consisting of highly disordered collagen fibers and enlarged keratocytes. Histochemical stains did not reveal abnormal deposits. Small clusters of 8 to 16 nm diameter curly fibers identified by transmission electron microscopy were consistent with Thiel-Behnke (TBCD) subtype of epithelial-stromal transforming growth factor β-induced dystrophies. Sporadic corneal dystrophy in DB rabbits appears to be a potential animal model of TBCD, but genotypic characterization will be required to confirm this categorization.	IC3D	 International Committee for Classification of Corneal Dystrophies
